Sentence,Type
যুদ্ধের সময় ভারতে যদি তোর বাবা মা না ঢুকতে পারত তাইলে তোর জন্মও হয়তো না  আবার ভাত খুঁজিস,Yes
 ঠিকই তো আমরা করতাম আর রেন্ডিয়া করতো সো জয় আমাদেরই হতো ,Yes
খানকির পোলারা হুশিয়ারি মারাও আগামী কাল বাছবি কিনা সেকতা বলতো পারনা,Yes
ভারত কাইকে একটাকার জিনিস দিতে বার ঢেকুর গিলে পাশাপাশি গুন লাভের হিসেব কশাকশি তো আছেই,Yes
রাজাকার হলে রাজাকার হবে বাদ দিলে ভুল হবে দুনিয়ায় উৎসবের জায়গা ভুল করিলে মাসুল দিতে হবে ,Yes
ভারতের যারোঝ সন্তানদের কাজ থেকে আপনি বালো কিছু আশা করেন  কি  তা হলে আপনি অনেক বুকা মানুষ,Yes
বাংলা দেশ তো ভারতের কাছে বিক্রি করে দিতেছে তাই,Yes
মালউন ইন্ডিয়ারাই ফারাক্কার পানিতে ডুবে মরবে ,Yes
ভারত আমাদের কোন ভাল মেনে নিতে পারে না অথচ আমাদের দেশের একধরনের রাজনীতিকরা নিজের দেশের ক্ষতি করেও ভারতের উপকার করে ,Yes
নারায়ণগঞ্জ সিটি নির্বাচনে রাজাকারদের পক্ষে নয় মুক্তিযুদ্ধের পক্ষের শক্তিকে ভোট দিন ,Yes
কুত্তালীগের দালালদের কে বাংলাদেশ থেকে সাথে করে নিয়ে যায়,Yes
এদের কে রাজাকার উপাধি দেওয়া হক,Yes
নডির পোলা নাস্তিক তোর মারে বাপ,Yes
 ভারতে মালাউন মারা যাওয়া বাংলাদেশে দিনের শোক দিবস পালন করা উচিত সরকারের ,Yes
আওয়ামী মানে ভারতের চামচা   আর হাসিনা হল ভারতের বউ,Yes
২টারেই ফাকিং বিচ লাগতাসে  আর এই চোদনারা নাকি দেশরে রিপ্রেজেন্ট করছে,Yes
ভারত এটা করবে এটাই স্বাভাবিক  কারণ উনার জন্য অনেক বেধর্মী মুসলিম হচ্ছে,Yes
মাসুমভাই ঐ ভারতীয় খানকির পুলাগোর লগে কোন ভাল ব্যবহার নাই মাগির পুতেরা ভালো ব্যবহার পাওয়ার যোগ্য নয়,Yes
এখানে যত মালাউন আছে সবার মা বোন দের পাকিস্তানিরা চোদে পাকিস্তান জিন্দাবাদ,Yes
